age,annual_income,total_debt,monthly_expenses,num_credit_lines,num_late_payments,credit_history_years,num_bankruptcies,loan_amount_requested,employment_years,savings_balance,debt_to_income_ratio,expense_to_income_ratio,creditworthy
36,23953.89,12434.08,1348.37,4,0,0,0,23017.25,19,12312.17,0.5191,0.6755,0
64,81433.27,31723.54,1719.06,10,1,8,0,50260.14,29,12644.94,0.3896,0.2533,0
30,36697.18,397.34,1749.7,2,2,19,0,1000.0,14,4547.47,0.0108,0.5721,0
50,29449.48,28709.73,1376.96,5,1,2,0,34171.9,1,4986.06,0.9748,0.5611,0
45,81037.62,15507.36,996.85,8,0,23,0,27285.01,29,5476.37,0.1914,0.1476,1
59,69240.51,0.0,2301.96,5,0,5,0,12546.05,24,14437.6,0.0,0.3989,1
40,80112.53,9460.41,2093.26,1,3,6,0,20362.85,3,0.0,0.1181,0.3135,0
25,82902.08,22316.02,2117.34,1,0,8,0,33703.73,0,10174.71,0.2692,0.3065,1
21,108436.37,36621.77,3423.21,14,4,4,0,21669.06,7,19173.42,0.3377,0.3788,0
50,56099.01,0.0,2130.3,12,0,28,0,1000.0,13,6835.47,0.0,0.4557,1
23,23559.81,0.0,1706.67,12,0,15,0,25468.85,10,11443.28,0.0,0.8692,0
34,66775.95,0.0,1915.36,7,3,1,0,30828.34,23,13741.17,0.0,0.3442,1
50,43274.88,28564.99,2079.06,10,0,2,0,13799.43,23,4077.76,0.6601,0.5765,0
24,36062.37,0.0,2492.63,7,2,2,0,32956.63,31,9085.85,0.0,0.8294,0
38,62498.13,32967.05,1964.22,5,2,19,0,34140.21,24,0.0,0.5275,0.3771,1
57,81643.82,29577.71,445.66,9,2,25,1,39584.77,27,14374.7,0.3623,0.0655,1
45,39100.13,17292.43,1650.6,6,1,22,1,35046.52,15,11465.79,0.4422,0.5066,0
21,91859.7,7483.62,2001.19,0,1,27,0,58178.34,15,20495.66,0.0815,0.2614,1
35,35259.65,15663.13,3043.36,14,2,9,0,37489.66,11,17900.65,0.4442,1.0357,0
29,53902.42,22333.05,1371.28,11,0,21,0,22549.78,11,20633.25,0.4143,0.3053,1
35,69657.7,20501.72,691.79,8,2,2,0,32018.2,33,21057.71,0.2943,0.1192,1
44,50302.52,35875.91,2051.5,4,0,14,0,21975.37,19,3484.14,0.7132,0.4894,0
24,15599.94,11878.77,2692.99,8,2,13,0,16274.83,14,14315.93,0.7614,2.0714,0
32,83185.19,0.0,1685.26,1,2,22,0,4385.52,21,16070.46,0.0,0.2431,1
57,44413.39,0.0,3906.44,13,1,3,0,18210.63,15,4387.23,0.0,1.0555,0
57,78622.46,0.0,3718.0,7,0,9,0,33435.52,23,21098.75,0.0,0.5675,1
63,28396.4,17355.35,1942.02,6,0,10,0,7970.42,2,9021.34,0.6112,0.8206,0
26,32664.09,12187.58,2149.37,10,2,10,0,26287.87,0,15756.77,0.3731,0.7896,0
59,81560.84,15391.86,3094.99,13,0,7,1,14962.1,16,19930.93,0.1887,0.4554,1
44,68512.7,8555.29,1928.13,3,0,22,0,20782.38,20,13850.93,0.1249,0.3377,1
31,49035.36,1678.0,1356.73,2,1,22,0,19941.13,12,26325.7,0.0342,0.332,1
33,68875.79,22372.03,2711.15,3,1,8,0,23712.01,1,31764.52,0.3248,0.4723,1
54,36149.02,0.0,2371.53,3,1,7,0,54810.58,1,10161.95,0.0,0.7872,0
45,62756.48,5380.85,1354.12,9,1,11,0,13054.97,24,18615.77,0.0857,0.2589,1
27,63213.85,24437.88,2223.33,9,2,16,0,20327.64,27,31316.76,0.3866,0.4221,1
24,50655.46,4189.94,1871.95,7,1,22,0,17668.01,25,4441.58,0.0827,0.4434,0
28,39117.86,19700.11,1691.92,12,0,14,0,1000.0,34,0.0,0.5036,0.519,0
40,61756.21,5396.89,1371.33,12,0,18,0,33787.14,27,18672.95,0.0874,0.2665,1
49,58625.47,9529.86,2097.12,3,2,27,1,8394.98,32,6524.1,0.1626,0.4293,1
30,48354.45,21899.05,1787.31,13,1,19,0,41478.87,17,0.0,0.4529,0.4435,0
63,34154.64,0.0,2227.77,4,1,5,0,9129.46,13,3586.81,0.0,0.7827,0
54,60311.93,23943.34,2655.87,1,0,4,0,26646.49,8,0.0,0.397,0.5284,1
46,48416.94,15551.05,2185.25,12,2,7,0,46878.33,29,25288.8,0.3212,0.5416,1
61,34133.56,30077.27,2198.95,3,2,17,0,27701.66,2,23084.57,0.8811,0.773,0
23,61088.25,17497.8,1567.06,6,1,20,0,12058.73,33,7931.84,0.2864,0.3078,1
26,100207.64,2166.16,2939.48,2,0,20,0,7470.47,32,8699.25,0.0216,0.352,1
25,50829.31,35735.93,1321.18,13,0,14,0,1000.0,26,11759.38,0.703,0.3119,1
25,97444.41,3168.68,710.41,13,0,2,1,15252.55,8,25052.45,0.0325,0.0875,1
43,112858.29,12274.13,1143.21,0,2,13,0,1000.0,12,457.03,0.1088,0.1216,1
29,36164.53,26488.91,2827.41,12,0,25,0,20380.64,29,8508.32,0.7324,0.9382,1
55,60226.11,0.0,2367.12,7,1,14,0,14414.4,15,21230.49,0.0,0.4716,1
40,112593.3,32276.03,3049.55,7,1,12,0,22290.16,25,6987.93,0.2867,0.325,1
62,56973.0,1189.39,941.56,5,3,20,0,3523.71,4,2481.26,0.0209,0.1983,1
55,60920.3,9540.01,3856.17,6,1,19,0,12887.74,26,11496.96,0.1566,0.7596,1
38,18249.86,18466.29,1773.05,14,0,26,0,28589.54,14,0.0,1.0118,1.1658,0
37,46708.45,14499.53,591.73,9,3,20,0,25147.93,27,13343.54,0.3104,0.152,0
44,73889.72,24470.11,3756.63,10,1,25,0,1000.0,2,7729.63,0.3312,0.6101,1
23,120732.07,0.0,951.92,1,0,8,0,32330.94,0,15723.64,0.0,0.0946,1
52,55099.83,23729.42,1681.68,4,0,22,0,4516.56,0,3749.82,0.4307,0.3662,1
55,18434.34,24686.91,1835.4,11,2,16,1,1000.0,5,14073.26,1.3391,1.1947,0
58,24868.77,27350.71,2355.27,6,0,18,0,16840.19,10,11897.0,1.0998,1.1364,1
33,59105.26,0.0,1366.96,14,0,24,0,56438.93,15,0.0,0.0,0.2775,1
45,89430.17,0.0,2831.45,8,1,3,0,15139.95,32,1500.91,0.0,0.3799,1
29,75933.84,10891.49,2602.91,0,3,19,0,21620.79,23,21065.07,0.1434,0.4113,1
24,71506.4,0.0,2015.25,14,1,9,0,30435.08,31,18619.96,0.0,0.3382,1
34,92728.61,0.0,3059.46,2,3,21,0,7091.05,9,0.0,0.0,0.3959,1
57,41994.27,10374.43,1945.71,5,0,2,0,24747.67,24,6081.25,0.247,0.556,1
54,60477.37,17809.1,1779.48,13,0,18,0,7732.89,9,12840.64,0.2945,0.3531,1
31,46990.45,48587.75,3598.48,6,2,8,0,28424.46,12,14796.05,1.034,0.9189,0
61,53213.61,21584.1,2236.59,5,0,28,0,26079.06,0,12473.16,0.4056,0.5044,1
23,34843.27,36027.24,1211.48,0,2,4,0,24736.59,34,13411.61,1.034,0.4172,0
48,51400.6,14470.19,1319.78,3,1,13,0,22620.66,13,6761.77,0.2815,0.3081,1
49,59307.11,21714.79,2015.17,5,1,6,0,50224.45,20,11566.27,0.3661,0.4077,1
29,50713.21,13246.35,300.0,7,2,20,0,23564.22,0,1185.15,0.2612,0.071,0
23,55973.46,47197.48,1493.61,9,1,5,0,27982.24,19,6696.38,0.8432,0.3202,0
45,70126.01,6772.91,1919.68,14,2,23,0,25539.88,4,0.0,0.0966,0.3285,0
54,90967.39,8400.31,1866.24,13,0,7,0,4984.61,31,487.07,0.0923,0.2462,1
32,92778.9,24558.49,994.05,3,1,1,0,8469.63,0,2079.82,0.2647,0.1286,1
62,79035.54,17489.67,1641.19,6,1,26,0,3744.12,1,2527.85,0.2213,0.2492,1
29,28500.46,9910.06,2943.84,10,3,24,0,8261.15,30,16561.43,0.3477,1.2394,1
35,50989.75,26524.53,2778.52,2,0,25,0,12401.15,25,0.0,0.5202,0.6539,1
60,53142.87,14506.23,2076.49,7,0,27,0,16971.71,8,4250.71,0.273,0.4689,1
45,43571.25,14421.64,1944.87,0,1,27,0,16795.76,29,15798.17,0.331,0.5356,1
25,68558.78,17766.99,1870.7,3,1,27,0,28644.19,7,0.0,0.2591,0.3274,1
31,20141.79,0.0,2189.05,7,1,13,0,40258.03,4,21419.37,0.0,1.3041,0
54,102339.16,0.0,2082.06,9,0,21,0,37145.35,3,11607.5,0.0,0.2441,1
44,89880.52,28042.75,2259.31,3,3,6,0,24174.56,20,16202.55,0.312,0.3016,1
35,71955.06,6876.46,2401.44,1,1,2,0,7540.53,32,1499.61,0.0956,0.4005,1
58,58447.27,13404.58,1031.11,1,2,19,0,35739.34,25,3160.4,0.2293,0.2117,1
28,90720.98,34349.26,1751.79,3,2,21,0,11739.91,10,8716.49,0.3786,0.2317,1
25,77235.12,13945.59,2158.33,14,0,22,0,26516.66,20,17305.73,0.1806,0.3353,1
46,87665.94,12478.93,1227.33,12,0,5,0,24219.41,21,17035.14,0.1423,0.168,0
38,58523.7,25752.93,1460.94,3,0,20,0,4078.63,6,13575.07,0.44,0.2996,1
26,104732.83,7820.82,1825.68,14,0,13,0,12111.87,12,8031.5,0.0747,0.2092,1
57,89172.2,29435.15,1864.93,1,3,11,0,27696.82,19,3074.87,0.3301,0.251,1
33,72738.41,25506.7,2173.28,6,0,17,0,17708.06,14,19459.73,0.3507,0.3585,1
48,91399.32,36964.0,1321.58,14,3,11,0,63684.22,33,6815.58,0.4044,0.1735,1
25,49520.95,6715.88,2774.42,5,1,6,0,13322.41,24,0.0,0.1356,0.6723,0
33,30812.49,31403.7,1858.34,10,1,4,0,4878.34,28,1352.06,1.0192,0.7237,0
37,68038.76,21649.11,2116.16,2,1,11,0,21092.77,27,3667.54,0.3182,0.3732,0
60,58572.74,0.0,1704.13,7,0,8,0,15166.63,13,6917.89,0.0,0.3491,1
52,55057.07,0.0,2188.52,7,1,28,0,1000.0,3,9344.33,0.0,0.477,1
49,90407.8,5423.68,3336.98,0,2,10,0,32531.57,6,0.0,0.06,0.4429,1
23,64178.48,18508.17,1696.7,2,1,3,0,34869.25,12,5638.5,0.2884,0.3172,0
60,66589.23,20248.18,1564.4,4,2,13,0,32806.66,16,6782.85,0.3041,0.2819,1
54,51823.69,14291.03,1335.88,1,2,25,0,24806.41,28,8183.79,0.2758,0.3093,1
60,82028.08,14398.45,1952.3,11,1,11,0,17975.14,16,2996.57,0.1755,0.2856,0
47,77546.89,13488.08,1943.04,11,0,17,0,22589.16,18,32251.14,0.1739,0.3007,1
33,81841.49,27374.61,2041.15,4,3,6,0,18163.48,25,6795.41,0.3345,0.2993,1
53,47568.4,0.0,2374.6,10,3,22,0,10496.5,8,4642.47,0.0,0.599,0
26,92602.21,18219.48,2273.73,9,2,0,0,43108.29,1,118.01,0.1967,0.2946,0
44,105969.21,5126.98,1981.98,2,1,26,0,38974.56,19,16863.69,0.0484,0.2244,1
39,81050.96,4121.51,3563.04,14,1,29,0,29903.2,22,0.0,0.0509,0.5275,1
36,39767.79,29114.77,2552.54,8,1,12,0,13602.42,17,0.0,0.7321,0.7702,0
60,39944.94,3200.84,1128.59,10,0,15,0,28771.58,25,9698.14,0.0801,0.339,1
48,50615.58,13325.78,763.84,0,3,4,0,16426.33,24,14187.1,0.2633,0.1811,0
53,45890.57,38501.98,1443.48,3,1,18,0,15837.0,16,9200.09,0.839,0.3774,0
61,58222.68,25056.92,2122.13,9,2,24,0,19758.54,9,28263.67,0.4304,0.4374,1
33,75811.06,9540.36,1376.4,5,1,8,0,26615.19,24,5322.13,0.1258,0.2179,1
63,67248.81,10531.52,1497.9,14,4,22,0,13989.16,27,7272.1,0.1566,0.2673,1
45,65057.23,273.57,2020.85,8,1,27,0,17914.0,25,9635.99,0.0042,0.3727,0
62,53969.93,30607.74,1726.42,2,0,8,0,39759.1,11,10376.31,0.5671,0.3839,0
56,58153.85,27136.22,361.84,14,0,11,0,1000.0,18,8889.91,0.4666,0.0747,1
47,79914.39,23239.23,2861.74,2,3,17,0,35255.14,22,8436.3,0.2908,0.4297,1
58,12000.0,24562.0,2675.97,14,0,26,0,18025.58,13,0.0,2.0467,2.6757,0
27,59715.24,5705.7,971.9,11,1,25,0,13095.92,16,16197.23,0.0955,0.1953,1
25,67199.69,0.0,2045.51,4,1,23,0,15458.41,14,18812.34,0.0,0.3653,1
63,79589.58,21726.49,1106.76,6,2,25,0,20170.07,20,5755.78,0.273,0.1669,1
51,34748.85,25662.69,1512.96,13,3,9,0,33924.75,29,9602.43,0.7385,0.5225,0
43,33427.26,34284.56,2388.92,4,2,25,0,22631.96,18,23996.24,1.0256,0.8576,1
62,74598.87,12589.32,2648.04,10,1,28,0,12623.99,31,3220.65,0.1688,0.426,1
30,12388.69,10838.98,2629.31,7,2,16,0,30362.59,28,11849.18,0.8748,2.5466,0
52,93304.73,12128.88,2195.87,4,3,18,0,18559.79,21,10893.68,0.13,0.2824,1
63,65664.8,23048.93,3020.16,6,0,23,0,27906.25,19,24438.59,0.351,0.5519,1
50,98968.03,11614.93,1511.55,5,1,10,0,24072.26,0,26718.27,0.1174,0.1833,1
59,32823.19,14373.13,1689.1,13,2,15,0,4071.23,18,17165.88,0.4379,0.6175,1
51,49091.01,24972.63,300.0,9,4,7,0,28576.12,25,41882.86,0.5087,0.0733,1
38,12000.0,7489.97,1925.55,12,0,29,0,1000.0,6,10257.65,0.6241,1.9254,1
56,40107.76,31693.85,2463.75,1,0,25,0,18497.46,33,0.0,0.7902,0.7371,1
22,55403.83,22597.07,2228.21,2,1,23,0,4853.25,5,5398.17,0.4079,0.4826,1
34,12000.0,0.0,1500.78,10,2,26,0,1000.0,21,5940.82,0.0,1.5007,1
33,50134.33,8815.75,2675.62,10,3,14,0,23695.51,8,23952.59,0.1758,0.6404,0
49,12000.0,0.0,1940.94,3,1,27,0,32497.63,28,8319.77,0.0,1.9408,1
32,53563.5,12639.85,2613.14,4,0,10,1,19529.4,16,21936.18,0.236,0.5854,1
59,88677.8,9020.27,2388.92,8,2,6,0,39268.29,12,17240.01,0.1017,0.3233,1
22,59125.51,25018.26,3139.61,5,2,1,0,20008.01,16,12648.4,0.4231,0.6372,0
52,101455.18,4427.78,2271.49,0,0,18,0,22660.05,9,13630.07,0.0436,0.2687,1
33,79657.31,19652.82,2487.95,2,0,8,0,7364.76,24,12558.15,0.2467,0.3748,1
47,93703.7,21826.17,1938.63,6,0,17,1,28732.48,17,20239.23,0.2329,0.2483,1
61,40876.37,18086.34,1597.69,7,1,12,0,28060.86,14,7747.95,0.4425,0.469,0
37,40271.46,28681.48,2392.59,6,2,22,0,13730.89,26,6563.05,0.7122,0.7129,0
60,68640.34,39819.47,3202.18,4,0,0,0,1000.0,18,13693.83,0.5801,0.5598,0
51,20557.45,16343.3,1507.3,14,1,18,0,1000.0,14,11755.43,0.795,0.8798,0
54,71778.59,19862.15,1801.49,9,4,12,0,35113.05,6,8123.65,0.2767,0.3012,0
44,51902.0,4436.68,2021.32,7,2,13,0,2510.88,15,29668.15,0.0855,0.4673,1
55,93249.92,2765.72,2547.92,8,2,16,0,42838.43,23,16428.47,0.0297,0.3279,1
26,76987.81,27405.96,2276.37,6,3,21,0,8240.06,22,4970.94,0.356,0.3548,1
39,87417.66,25818.31,2730.45,10,0,19,0,15525.23,10,15394.61,0.2953,0.3748,1
50,41144.85,2644.56,3579.13,8,1,0,1,62473.26,23,1526.84,0.0643,1.0438,0
27,86205.26,0.0,1488.88,0,2,4,0,12936.9,4,0.0,0.0,0.2073,0
30,96117.81,7215.16,2487.78,13,1,29,0,5537.34,29,17214.2,0.0751,0.3106,1
61,59032.15,13303.46,2256.51,8,1,19,0,14912.64,15,2271.02,0.2254,0.4587,0
52,41516.23,10090.48,2015.23,2,1,13,0,1000.0,19,10371.25,0.243,0.5825,1
54,41955.32,16926.18,2484.87,5,1,26,0,15766.11,28,641.01,0.4034,0.7107,1
48,90975.32,26004.75,1786.56,7,0,25,0,21083.1,16,7391.36,0.2858,0.2357,1
35,127108.64,20545.25,2258.44,2,2,29,0,34905.05,18,6111.21,0.1616,0.2132,1
50,35458.87,21433.45,955.77,3,2,26,0,27644.96,25,9148.7,0.6044,0.3234,1
57,33537.0,0.0,1568.95,6,0,25,0,22185.92,14,30765.74,0.0,0.5614,1
49,83035.35,0.0,2838.02,11,0,17,0,52249.13,24,21538.63,0.0,0.4101,1
42,41152.16,5442.52,2807.27,6,1,12,0,29001.13,14,8984.4,0.1323,0.8186,1
24,85458.88,7423.28,2207.55,3,0,22,0,41527.13,19,8142.61,0.0869,0.31,1
40,71633.65,25077.93,1637.56,8,1,11,0,33366.93,29,3651.63,0.3501,0.2743,1
52,59400.57,4453.18,2660.21,12,1,14,0,40945.4,20,662.63,0.075,0.5374,0
56,71031.79,23003.13,2989.19,2,1,23,0,37212.86,34,8660.21,0.3238,0.505,1
24,69504.96,5578.73,1670.11,11,0,3,0,32515.04,5,21995.03,0.0803,0.2883,1
47,55509.84,589.39,835.98,7,1,8,0,29146.19,10,0.0,0.0106,0.1807,0
37,16090.97,1146.6,2359.31,7,2,2,0,42286.15,22,19193.88,0.0713,1.7594,0
32,64466.27,42099.2,2731.01,12,0,28,0,11211.42,8,20328.05,0.653,0.5084,1
42,99326.51,5311.62,2469.99,3,0,21,0,8989.5,17,0.0,0.0535,0.2984,1
37,19780.78,23291.85,3252.06,6,2,10,0,1000.0,27,10332.97,1.1774,1.9728,1
30,35855.37,0.0,3255.44,3,2,29,0,27863.67,18,6072.95,0.0,1.0895,1
21,70670.67,32027.15,1755.68,12,1,14,0,37428.59,29,8499.92,0.4532,0.2981,1
42,60964.8,19188.49,2159.2,11,1,15,0,4407.31,14,11929.16,0.3147,0.425,1
46,70279.55,18287.75,1602.77,0,0,29,0,9133.31,11,12861.78,0.2602,0.2737,1
38,42517.04,19965.93,1182.35,0,2,6,0,41614.89,1,0.0,0.4696,0.3337,0
34,89061.46,21288.0,1229.25,13,1,6,0,30413.33,8,24642.4,0.239,0.1656,1
49,61172.51,24708.81,2573.62,0,1,21,0,29760.83,34,5719.89,0.4039,0.5048,1
32,77424.64,7810.83,2242.31,1,1,8,0,26224.04,0,33672.57,0.1009,0.3475,1
56,68006.94,7108.94,2711.97,5,1,16,0,16820.09,30,1519.32,0.1045,0.4785,1
55,64387.37,15590.69,4025.3,11,2,12,0,1000.0,27,482.0,0.2421,0.7502,0
32,75670.84,23213.13,2399.89,9,1,8,0,28881.82,6,12913.44,0.3068,0.3806,0
27,64662.2,14200.13,1369.66,10,0,28,0,51974.6,15,18087.18,0.2196,0.2542,1
49,30245.02,24286.82,2828.1,4,1,8,0,24489.2,13,21462.86,0.803,1.122,1
31,87183.92,22414.04,1354.79,10,1,19,0,2847.28,32,1108.26,0.2571,0.1865,1
53,80453.18,12396.2,3398.67,1,1,28,0,16995.94,5,6996.95,0.1541,0.5069,1
26,12000.0,0.0,422.84,7,2,27,0,34250.31,20,26793.66,0.0,0.4228,1
35,43644.99,8957.66,1562.76,8,2,11,0,36033.73,9,6680.01,0.2052,0.4297,0
52,86059.01,35913.57,2497.71,6,1,20,0,43363.43,31,18012.78,0.4173,0.3483,1
31,14326.79,19080.72,2942.02,11,0,18,0,35905.78,5,0.0,1.3317,2.464,0
43,83589.17,7325.4,1458.41,13,1,22,0,1000.0,1,0.0,0.0876,0.2094,0
46,56469.44,18007.82,1313.39,14,2,14,0,23441.35,26,18695.14,0.3189,0.2791,1
54,93507.06,23119.73,2118.69,14,0,17,0,1000.0,13,8665.54,0.2472,0.2719,1
54,59971.33,7331.21,3527.2,11,0,7,0,29517.24,22,16804.58,0.1222,0.7058,1
49,41948.3,29824.61,769.3,8,1,24,0,30983.04,20,4350.9,0.711,0.2201,0
24,67702.14,20948.38,1748.7,3,1,5,0,7691.32,29,0.0,0.3094,0.3099,1
37,59240.36,1801.09,2208.15,12,3,24,1,15492.84,24,10834.07,0.0304,0.4473,0
55,39728.72,25276.4,1363.24,6,1,5,0,10355.58,23,0.0,0.6362,0.4118,1
33,115458.59,10084.64,1360.49,4,1,2,0,32311.72,10,11126.68,0.0873,0.1414,0
61,35722.55,12850.43,1813.29,4,2,25,0,18818.61,34,1308.82,0.3597,0.6091,1
59,12000.0,2808.38,2234.17,2,1,2,0,10365.63,3,15871.93,0.234,2.234,0
35,99542.47,22577.36,1843.95,8,1,1,0,31780.11,12,7569.12,0.2268,0.2223,0
49,45410.91,13213.62,3172.45,12,3,4,0,29144.41,8,7282.04,0.291,0.8383,0
49,52580.67,23085.08,2474.08,9,0,28,0,32277.61,27,13075.57,0.439,0.5646,1
31,51052.35,8388.21,2306.53,4,2,29,0,1000.0,15,18360.07,0.1643,0.5421,1
52,45758.71,7015.16,2822.12,5,0,19,0,11291.12,5,11642.21,0.1533,0.7401,1
22,40845.19,6042.76,2320.64,2,0,11,0,30196.32,26,26041.66,0.1479,0.6818,1
34,35079.57,19752.39,1645.45,9,2,5,0,1000.0,9,25669.76,0.5631,0.5629,1
40,61618.99,6835.8,1789.48,6,0,15,0,1000.0,22,3684.08,0.1109,0.3485,1
42,49950.31,12562.65,1096.45,8,1,4,0,8989.9,20,0.0,0.2515,0.2634,0
31,78259.05,8778.88,3603.9,8,2,5,0,31599.51,25,0.0,0.1122,0.5526,1
47,72067.35,20281.01,2744.58,13,2,3,0,20169.73,2,26222.68,0.2814,0.457,0
23,36812.2,0.0,300.0,14,1,13,0,27603.63,34,0.0,0.0,0.0978,1
37,62713.03,17964.39,3066.5,12,1,28,0,5242.97,6,6503.24,0.2864,0.5868,1
64,49554.04,35776.12,827.25,9,1,2,0,5091.29,26,10099.93,0.7219,0.2003,1
48,35208.49,29832.31,2416.54,13,0,16,0,40877.23,32,25938.35,0.8473,0.8236,1
49,77235.79,7600.16,300.0,9,3,4,0,26369.36,3,0.0,0.0984,0.0466,0
41,56966.87,20935.22,1657.5,4,0,21,0,3876.42,25,19783.36,0.3675,0.3491,1
36,49811.25,18606.79,3072.75,6,1,20,0,1000.0,7,10126.87,0.3735,0.7402,1
57,38610.82,32632.7,3117.31,12,2,20,0,1000.0,19,8850.56,0.8451,0.9688,1
40,34301.58,0.0,2245.42,11,3,27,0,4152.35,16,9760.88,0.0,0.7855,1
26,109719.2,28354.41,2629.97,11,0,5,0,1000.0,4,3665.24,0.2584,0.2876,1
39,68352.97,11789.79,869.14,12,1,19,0,19494.67,8,6259.91,0.1725,0.1526,0
25,32721.77,6081.25,2430.67,2,0,29,0,30072.67,7,3483.16,0.1858,0.8914,0
23,67196.65,5738.38,2680.78,5,2,27,0,18647.81,6,0.0,0.0854,0.4787,1
21,86550.4,0.0,4055.8,11,1,3,0,13174.18,2,0.0,0.0,0.5623,0
58,64187.94,7630.58,1501.42,7,1,26,0,25151.74,7,20644.61,0.1189,0.2807,1
35,94350.53,2043.19,2013.04,12,2,12,0,14923.81,4,6848.07,0.0217,0.256,1
54,21429.67,17162.61,2062.49,7,3,7,0,1000.0,4,16040.37,0.8008,1.1549,1
55,12000.0,22079.25,2558.87,1,2,10,1,23041.22,16,8401.69,1.8398,2.5587,0
45,66512.94,11921.12,2704.41,5,2,23,0,25888.1,26,8247.56,0.1792,0.4879,1
44,66912.4,32996.68,2848.73,6,0,27,0,38052.54,11,9316.41,0.4931,0.5109,1
32,12000.0,8418.94,2790.37,11,2,18,0,33821.09,27,16574.55,0.7015,2.7901,1
38,44410.6,11293.65,815.11,6,3,22,0,11604.42,3,3824.78,0.2543,0.2202,1
35,34783.44,9324.71,300.0,2,3,4,0,16745.31,27,8612.34,0.2681,0.1035,0
64,25201.34,22183.43,1588.5,13,1,4,0,20528.4,24,18137.74,0.8802,0.7564,0
36,34723.96,23394.88,1971.67,13,1,27,0,23204.01,2,19754.33,0.6737,0.6814,1
47,74894.7,20944.4,1509.39,8,1,28,0,42414.76,30,23367.29,0.2796,0.2418,1
28,34564.87,13510.7,1632.24,1,0,2,0,19006.39,11,1338.23,0.3909,0.5667,0
45,35421.95,0.0,1731.0,10,1,1,0,12192.68,3,4242.83,0.0,0.5864,0
37,19529.87,11166.71,2461.95,2,3,28,0,38628.43,29,8212.21,0.5717,1.5127,0
49,91722.74,32737.68,1173.05,14,3,2,0,38263.66,26,0.0,0.3569,0.1535,0
28,70865.81,27158.85,1937.74,10,1,14,0,33500.04,21,17851.87,0.3832,0.3281,1
35,12000.0,18528.6,1943.86,1,1,6,0,1000.0,0,12596.22,1.5439,1.9437,0
47,35444.0,10386.58,2443.76,10,0,2,0,21211.81,19,8607.53,0.293,0.8273,0
27,73212.95,14836.58,2929.52,8,2,14,0,16487.43,17,19267.31,0.2026,0.4802,1
23,92034.81,10439.95,3347.29,3,0,10,0,26547.45,5,3202.75,0.1134,0.4364,1
49,81020.97,29316.62,1403.21,1,0,15,0,6936.14,11,20158.27,0.3618,0.2078,1
64,51107.93,4932.4,400.02,2,2,12,0,32299.57,16,25677.55,0.0965,0.0939,1
44,12000.0,26084.03,1806.46,12,1,1,0,25364.53,21,12770.25,2.1735,1.8063,0
23,81756.22,8649.57,729.11,3,1,19,0,33129.34,17,9935.74,0.1058,0.107,1
40,52577.58,30851.12,4187.66,14,0,11,0,8780.75,9,11515.18,0.5868,0.9557,0
35,61721.55,20121.31,1301.7,13,0,20,0,23976.16,23,0.0,0.326,0.2531,1
45,55564.49,6007.35,2451.07,9,0,28,0,31827.97,19,8231.79,0.1081,0.5293,1
50,26111.76,11288.25,2747.25,12,0,6,0,1000.0,11,28522.34,0.4323,1.2625,1
34,69106.26,23539.69,2272.5,5,1,0,0,30003.06,3,29123.93,0.3406,0.3946,1
27,65661.48,9010.29,3661.38,4,0,13,0,14592.11,4,10822.45,0.1372,0.6691,1
37,49355.28,15265.64,1838.02,2,0,23,0,19645.06,25,5097.91,0.3093,0.4469,1
64,71777.64,8844.67,1332.09,9,3,9,0,38788.26,15,19259.63,0.1232,0.2227,1
40,25650.01,36109.41,1290.7,7,0,2,0,36373.42,4,9677.89,1.4077,0.6038,0
56,53274.93,38172.86,2600.0,7,0,29,0,11313.87,25,18517.68,0.7165,0.5856,1
29,60653.19,32557.49,1848.16,6,1,10,0,1000.0,18,3312.73,0.5368,0.3656,1
58,16626.81,13507.51,1290.81,2,3,21,0,18850.37,5,12751.09,0.8123,0.9316,0
42,58572.58,10166.97,2353.04,13,0,19,0,35938.05,23,6749.29,0.1736,0.4821,1
22,78341.13,5650.04,2567.4,14,0,29,0,39716.53,30,9949.48,0.0721,0.3933,1
44,52419.23,33428.66,2217.04,0,1,20,0,1000.0,30,4862.98,0.6377,0.5075,1
28,59147.13,26168.68,2719.68,4,2,25,0,28962.67,6,8743.46,0.4424,0.5518,1
31,74058.6,26745.13,2070.48,0,0,27,0,26929.21,9,12725.84,0.3611,0.3355,1
33,50305.0,12000.86,1525.1,5,2,14,0,31580.13,21,16262.01,0.2386,0.3638,1
37,52555.07,0.0,2649.12,10,0,5,0,20196.22,13,8554.77,0.0,0.6049,1
28,30582.41,0.0,1287.93,6,0,17,0,1000.0,27,23051.4,0.0,0.5053,1
41,59626.58,15691.61,1096.89,14,1,12,0,13128.04,21,0.0,0.2632,0.2207,0
38,51628.79,8727.91,2924.76,14,2,14,0,6204.66,31,0.0,0.169,0.6798,0
50,72477.24,7347.58,1721.72,11,1,2,0,4491.3,10,4657.91,0.1014,0.2851,0
38,74086.5,19141.78,3332.55,4,1,14,0,31757.0,13,10096.17,0.2584,0.5398,1
51,79780.23,27163.92,2685.28,3,0,23,0,17440.67,30,24613.93,0.3405,0.4039,1
58,47293.49,6585.28,1660.93,1,0,23,0,25905.86,3,8327.45,0.1392,0.4214,1
52,12000.0,0.0,2388.98,4,1,0,0,35843.1,21,1484.71,0.0,2.3888,0
